R_naught,infectious_time,incubation_period
2.1211965,1.50499366579465,1.32653379751601
3.200265,3.15152332745756,4.33071400115606
4.4871497,8.68400171309773,34.4531462310742
4.1847467,2.19902229232144,8.31224339192726
1.8918337,6.61912110974419,23.4519652538249
1.382581,4.41422234116167,1.42138331642254
4.511586,5.80869032892967,2.61337615303826
3.0761309,5.37878835050994,21.4879981386172
1.9829441,5.62060406123886,14.6587009872838
1.0792652,6.99506063733676,24.8695492392528
2.2834632,9.96530156025031,11.955006051421
4.0630817,7.07055641342872,5.72624668341071
2.1845284,1.80855726966732,0.880473751746328
2.990968,8.78683223604618,17.5086597078912
2.146707,6.14531431170211,5.01052839719033
3.1908498,2.86503606373179,5.66978780940605
3.2122936,1.67991161376625,6.08279749039012
1.6062517,9.51200360630661,19.4524533364575
3.1046968,2.48209805824693,9.15840539046265
3.4658208,4.62422975860895,16.9563364169565
2.2830358,5.44918994283507,18.1143206345778
3.751851,9.24169124005604,20.630866018933
1.1773236,4.08328190808553,3.14671494249912
3.5834637,7.40441838385347,28.8263721347367
4.0908723,5.53851634532792,4.85121732446423
1.1458127,5.4575057265217,8.80624382259594
2.4588354,5.18718802691223,12.5153262415165
1.8416622,6.80799091935947,9.78720845193689
3.8949993,4.60332650574671,9.8921004764958
2.8424463,7.79546774561645,32.1668939671663
1.5217358,1.30321187277778,5.24800559917354
3.9803329,2.97689795659171,7.29499150139358
1.68367,1.831751655744,4.01219981191388
3.6386454,2.32078461968956,7.54508906920597
1.1435363,4.3511067884655,4.7706965018695
1.4963737,8.07907350880414,10.7222358993445
3.2360353,7.22576731774296,16.3677725226176
1.3732386,5.18245168284938,4.37997773327688
2.5455105,4.38237106754862,18.3779596103218
1.550423,9.11943242431342,37.1333097084846
3.8622763,6.59247856652714,11.9523220533578
4.068155,1.16866974450469,4.8017551355888
4.3742166,1.53912031828324,3.86527188335888
4.1944594,8.72705209130087,40.473089708679
2.4642124,1.31563271078196,0.9351478430762
4.5448794,8.24668720452696,2.85068208693692
2.2066202,3.89743682863428,1.76886142383247
2.2322993,5.60087479013179,5.37482063112076
3.303106,4.07938409664499,15.8828490987396
1.4276857,8.45246784118263,21.6175109497271
1.1521845,1.78081171844234,8.10464147489408
2.5568643,1.80479178455336,3.98222655465484
3.5558255,3.95467599468553,6.06654962107027
4.4044437,8.10279710626168,6.54215164714302
2.0303292,7.62317073000596,10.6923077133498
4.581233,2.27130815755801,3.06932069219082
1.570857,9.98634407375252,17.8337857885281
4.7057734,5.67937824174816,8.39132882222909
1.6781735,4.54661412800267,1.23423095831505
3.0179534,1.92956546794695,6.04992192638113
1.61156,5.45566777604991,8.23105500223932
2.917541,4.73087275602612,7.80522122275608
3.8735592,2.88483588914949,6.57094845559475
3.984847,10.4030644127602,33.516910740669
1.1124698,6.48174707082335,24.8156111100482
3.8335958,2.26149245740325,1.50591843191266
2.7777543,5.77554839829717,16.6045046383731
1.2587837,3.05351916389664,10.0982703575117
3.1882958,3.46721121035519,11.5060645345048
3.3730028,3.49354303567564,9.89823529660642
3.8058553,3.01458511927172,3.0422411493561
3.936736,8.69640253929163,7.24071438721594
1.073659,5.44679710139215,14.6119422437092
2.4075499,7.66017256019374,19.4177508356038
3.3044538,2.64862241034384,6.90828740766608
3.4887452,7.61202235057877,16.6265626648726
3.5200481,2.21617520367771,7.52985413044538
4.1177244,1.28717712400779,2.73819310383623
4.2586436,10.9952506853558,33.5038075248096
1.0586505,5.31477142488375,7.4416248760546
3.8276784,4.85948628844887,19.3605852329272
2.9273844,7.52412497177521,28.4017493721468
4.7866583,7.20423561269229,20.3279542999022
3.4503272,4.55299292739826,18.8201751006923
4.117184,6.89792433967387,23.3661781105264
4.6884155,6.94839689236413,5.32842310056104
1.4392629,4.42239283612894,11.9256354437065
1.1619135,9.73642356714882,25.4895830475645
4.5086837,2.43079941711854,1.72040018279418
3.3360426,4.24745617999533,14.6726582824352
4.476902,2.43976133451412,4.9500627372183
1.3651556,8.69674964698933,39.7211333791608
3.6065123,7.64636797422345,31.2717168011298
2.7714505,8.19425171973181,32.6053251060003
4.0191865,4.19872220425038,6.74674809864677
3.270573,8.89364000897809,37.6488293601126
2.9926698,1.97756724228767,4.03787806243698
2.2190652,7.65153614140783,22.4909290580917
1.2506129,10.1783599593565,42.5374372358105
1.4326549,7.41958242515309,9.66697937193424
